21|,9|,15
21|,11|,5
21|,6|,5
21|,10|,17
21|,7|,1
21|,18|,16
21|,17|,45
21|,13|,3
21|,14|,2
21|,8|,3
21|,23|,29
21|,22|,1
21|,16|,14
21|,19|,36
21|,20|,29
21|,24|,10
9|,21|,2
9|,13|,214
9|,3|,7
9|,11|,2378
9|,24|,357
9|,10|,435
9|,15|,4
9|,7|,2
9|,1|,1
9|,18|,311
9|,17|,98
9|,19|,146
9|,14|,7250
9|,8|,7
9|,23|,1
9|,20|,4
9|,16|,351
9|,12|,136
9|,22|,10
9|,26|,5
3|,5|,75
3|,11|,34
3|,24|,1
3|,9|,27
3|,10|,90
3|,7|,337
3|,13|,6
3|,17|,3
3|,19|,4
3|,2|,109
3|,18|,8
3|,14|,4
3|,22|,1
3|,16|,26
6|,9|,6
6|,3|,1
6|,11|,2
6|,24|,2
6|,5|,33
6|,10|,3
6|,7|,1
6|,4|,12
6|,18|,5
6|,13|,1
6|,17|,8
6|,1|,25
6|,14|,1
6|,8|,25
6|,19|,5
6|,22|,1
6|,16|,11
29|,28|,7
29|,30|,7
29|,31|,3
29|,15|,1
29|,16|,1
29|,13|,1
29|,17|,5
38|,39|,6
38|,11|,1
38|,15|,1
38|,25|,1
38|,22|,1
38|,16|,1
10|,22|,6
10|,9|,252
10|,3|,384
10|,11|,4665
10|,24|,60
10|,15|,5
10|,7|,494
10|,18|,1662
10|,13|,93
10|,17|,192
10|,19|,98
10|,14|,41
10|,8|,5
10|,23|,2
10|,25|,1
10|,12|,30
10|,20|,5
10|,16|,4974
15|,21|,1
15|,9|,421
15|,3|,2
15|,24|,336
15|,10|,109
15|,1|,1
15|,13|,145
15|,17|,136
15|,30|,54
15|,8|,13
15|,31|,2
15|,25|,1
15|,12|,799
15|,22|,4
15|,16|,148
15|,20|,6
15|,27|,1
15|,11|,311
15|,7|,3
15|,18|,144
15|,19|,89
15|,14|,563
15|,26|,38
33|,16|,1
33|,32|,4
33|,35|,21
33|,34|,3
32|,9|,1
32|,27|,5
32|,24|,2
32|,35|,2
32|,10|,1
32|,33|,18
32|,17|,1
1|,9|,4
1|,11|,4
1|,24|,1
1|,5|,1
1|,10|,3
1|,4|,27
1|,18|,5
1|,17|,8
1|,19|,5
1|,2|,10
1|,13|,1
1|,16|,6
1|,12|,1
1|,6|,5
13|,9|,453
13|,11|,2727
13|,24|,2599
13|,10|,161
13|,15|,4
13|,7|,2
13|,18|,4578
13|,17|,108
13|,19|,97
13|,14|,60
13|,8|,10
13|,23|,1
13|,22|,5
13|,12|,3761
13|,20|,1
13|,16|,127
17|,9|,101
17|,3|,1
17|,11|,103
17|,24|,47
17|,10|,195
17|,15|,5
17|,7|,13
17|,18|,867
17|,13|,38
17|,14|,12
17|,8|,231
17|,19|,3170
17|,22|,7
17|,12|,10
17|,20|,5
17|,16|,1858
30|,9|,9
30|,11|,4
30|,24|,3
30|,29|,17
30|,10|,4
30|,15|,11
30|,13|,2
30|,17|,1
30|,19|,1
30|,14|,4
30|,31|,2
30|,28|,1
30|,12|,2
30|,16|,2
2|,9|,14
2|,3|,21
2|,11|,12
2|,24|,1
2|,5|,1
2|,10|,7
2|,1|,38
2|,13|,2
2|,17|,6
2|,19|,3
2|,14|,2
2|,18|,4
2|,22|,2
2|,16|,8
8|,21|,1
8|,9|,17
8|,11|,14
8|,6|,74
8|,5|,33
8|,10|,36
8|,15|,1
8|,7|,179
8|,18|,23
8|,17|,81
8|,19|,166
8|,14|,1
8|,13|,5
8|,20|,112
8|,16|,53
8|,12|,3
8|,24|,9
16|,9|,131
16|,3|,2
16|,11|,242
16|,6|,1
16|,19|,153
16|,10|,5880
16|,15|,4
16|,7|,815
16|,24|,64
16|,1|,1
16|,18|,3907
16|,17|,1755
16|,13|,75
16|,14|,26
16|,26|,1
16|,23|,1
16|,20|,2
16|,12|,15
16|,22|,10
16|,8|,13
31|,30|,1
31|,11|,2
31|,35|,1
31|,29|,1
31|,32|,1
31|,41|,3
31|,17|,1
11|,9|,2694
11|,3|,4
11|,23|,1
11|,24|,110
11|,29|,1
11|,10|,4152
11|,15|,5
11|,7|,8
11|,18|,1323
11|,13|,3191
11|,17|,233
11|,19|,152
11|,14|,371
11|,26|,1
11|,2|,1
11|,20|,8
11|,16|,537
11|,12|,6462
11|,22|,11
11|,8|,13
20|,21|,194
20|,9|,12
20|,11|,6
20|,24|,12
20|,10|,37
20|,7|,1
20|,18|,26
20|,17|,67
20|,13|,6
20|,14|,3
20|,8|,109
20|,19|,267
20|,22|,66
20|,33|,1
20|,16|,34
12|,9|,348
12|,11|,6588
12|,24|,149
12|,10|,63
12|,15|,90
12|,18|,71
12|,17|,45
12|,13|,4044
12|,14|,6468
12|,8|,5
12|,19|,33
12|,22|,4
12|,20|,2
12|,16|,52
22|,9|,51
22|,3|,1
22|,23|,200
22|,24|,102
22|,19|,671
22|,10|,30
22|,15|,1
22|,7|,1
22|,18|,61
22|,17|,73
22|,13|,19
22|,14|,12
22|,8|,8
22|,11|,27
22|,20|,89
22|,26|,152
22|,12|,6
22|,16|,52
36|,13|,1
36|,39|,34
36|,14|,1
36|,24|,2
36|,10|,3
36|,19|,2
36|,37|,4
36|,18|,1
36|,16|,1
24|,9|,629
24|,3|,2
24|,11|,96
24|,19|,1235
24|,10|,87
24|,15|,1344
24|,7|,1
24|,18|,1543
24|,17|,107
24|,13|,1397
24|,14|,81
24|,8|,2
24|,23|,1
24|,22|,28
24|,16|,104
24|,12|,104
24|,20|,5
24|,26|,322
39|,36|,24
39|,9|,1
39|,24|,2
39|,40|,2
39|,19|,4
39|,22|,1
39|,16|,1
39|,18|,1
39|,17|,4
27|,9|,6
27|,23|,22
27|,24|,18
27|,15|,1
27|,32|,19
27|,18|,6
27|,13|,2
27|,17|,6
27|,19|,8
