15|12,11|,1
15|12,24|,17
15|12,14|,3
19|,21|,1
19|,8|,58
19|,13|,66
19|,26|,2
19|,9|,47
19|,6|,1
19|,3|,1
19|,27|,1
19|,18|,2619
19|,22|,1046
19|,17|,1739
19|,24|,1076
19|,20|,386
19|,23|,1
19|,12|,28
19|,11|,103
19|,15|,2
19|,16|,239
19|,14|,30
19|,10|,128
29|,17|,2
29|,24|,2
29|,20|,1
29|,16|,1
29|,28|,11
29|,10|,1
29|,11|,1
29|,15|,1
29|,31|,1
29|,13|,1
21|,8|,1
21|,19|,37
21|,16|,17
21|,26|,1
21|,6|,9
21|,13|,3
21|,18|,12
21|,22|,1
21|,17|,31
21|,24|,11
21|,20|,31
21|,23|,27
21|,11|,5
21|,10|,14
21|,14|,1
21|,9|,2
34|,40|,2
34|,41|,4
34|,12|,1
40|,17|,1
40|,19|,2
40|,18|,1
40|,9|,1
40|,34|,1
14|12.15,17|,9
14|12.15,24|,2
14|12.15,9|,2
14|12.15,12|,17
14|12.15,11|,1
14|12.15,15|,426
24|,7|,2
24|,19|,596
24|,16|,121
24|,26|,258
24|,18|,1096
24|,22|,21
24|,17|,114
24|,20|,3
24|,10|,64
24|,12|,89
24|,11|,101
24|,8|,2
24|,15|,874
24|,13|,654
24|,14|,17
24|,9|,28
14|,7|,3
14|,19|,71
14|,16|,133
14|,21|,1
14|,9|,1412
14|,30|,1
14|,13|,89
14|,18|,95
14|,22|,3
14|,17|,89
14|,24|,61
14|,20|,1
14|,12|,1910
14|,11|,357
14|,8|,2
14|,15|,1131
14|,10|,105
14|,26|,1
12|,7|,1
12|,19|,39
12|,16|,56
12|,9|,44
12|,15|12,21
12|,5|,1
12|,18|,47
12|,17|,52
12|,24|,92
12|,14|,3249
12|,23|,2
12|,10|,67
12|,11|,3194
12|,8|,3
12|,13|,1312
12|,21|,1
31|,41|,3
31|,14|,2
31|,26|,1
31|,11|,1
31|,15|,2
31|,16|,1
31|,32|,1
39|,17|,1
39|,24|,2
39|,19|,1
39|,14|,1
39|,12|,1
39|,11|,1
39|,36|,16
39|,40|,3
26|,19|,41
26|,9|,3
26|,13|,5
26|,12|,3
26|,18|,23
26|,22|,20
26|,17|,13
26|,24|,96
26|,14|,6
26|,27|,157
26|,11|,18
26|,15|,29
26|,16|,26
26|,10|,13
7|,17|,63
7|,19|,27
7|,9|,13
7|,18|,50
7|,2|,1
7|,13|,12
7|,3|,205
7|,22|,1
7|,8|,138
7|,24|,11
7|,14|,5
7|,12|,6
7|,11|,50
7|,16|,451
7|,10|,299
16|,7|,698
16|,19|,146
16|,21|,2
16|,9|,63
16|,20|,2
16|,18|,3139
16|,3|,1
16|,22|,6
16|,17|,1361
16|,24|,85
16|,14|,19
16|,23|,3
16|,12|,21
16|,11|,245
16|,8|,3
16|,15|,6
16|,10|,4795
16|,13|,66
18|,25|,1
18|,7|,6
18|,19|,2730
18|,16|,3178
18|,21|,6
18|,9|,68
18|,20|,1
18|,27|,2
18|,26|,1
18|,22|,14
18|,17|,1003
18|,24|,938
18|,14|,48
18|,23|,5
18|,12|,48
18|,11|,890
18|,8|,1
18|,15|,3
18|,13|,3651
18|,10|,760
8|20,17|,2
8|20,19|,4
8|20,20|,64
8|20,11|,2
8|20,16|,1
8|20,18|,1
8|20,10|,1
30|,17|,2
30|,24|,3
30|,19|,1
30|,29|,14
30|,15|,3
30|,18|,2
30|,10|,1
23|27,25|,16
22|,8|,7
22|,19|,607
22|,26|,110
22|,9|,3
22|,13|,21
22|,12|,6
22|,18|,51
22|,23|,141
22|,24|,83
22|,20|,70
22|,27|,1
22|,11|,17
22|,17|,36
22|,15|,1
22|,16|,51
22|,14|,3
22|,10|,43
23|,25|,22
23|,8|,1
23|,19|,47
23|,16|,11
23|,21|,30
23|,9|,2
23|,20|,1
23|,13|,2
23|,18|,3
23|,22|,42
23|,17|,12
23|,24|,13
23|,14|,3
23|,27|,3
23|,12|,1
23|,11|,2
23|,26|,1
23|,10|,11
1|,8|,1
1|,19|,3
1|,9|,3
1|,4|,16
1|,6|,5
1|,2|,13
1|,13|,2
1|,18|,2
1|,17|,10
1|,24|,1
1|,11|,5
1|,16|,8
1|,10|,6
41|,17|,3
41|,35|,3
41|,19|,3
41|,29|,3
41|,24|,1
41|,13|,1
41|,18|,1
41|,40|,1
41|,10|,1
20|,19|,155
20|,21|,154
20|,9|,1
20|,13|,5
20|,18|,22
20|,22|,70
20|,17|,43
20|,24|,8
20|,14|,4
20|,23|,1
20|,12|,1
20|,11|,12
20|,15|,1
20|,16|,24
20|,8|20,75
20|,10|,21
27|,25|,75
27|,19|,6
27|,26|,39
27|,13|,1
27|,18|,5
27|,24|,6
27|,23|27,16
27|,14|,1
27|,17|,3
27|,16|,1
27|,32|,25
27|,10|,3
33|,11|,1
33|,35|,20
33|,34|,2
33|,32|,1
13|,7|,1
13|,19|,89
13|,16|,153
13|,9|,45
13|,5|,1
13|,18|,2872
13|,22|,4
13|,17|,89
13|,24|,1088
13|,14|,30
13|,12|,1840
13|,11|,2292
13|,8|,3
13|,15|,2
13|,26|,1
13|,10|,141
37|,25|,7
37|,17|,1
37|,38|,2
37|,36|,23
35|,24|,1
35|,41|,9
35|,16|,1
35|,34|,4
35|,33|,4
35|,31|,3
35|,18|,1
35|,32|,2
35|,13|,1
12|15,14|12.15,464
12|15,24|,8
12|15,11|,40
12|15,10|,1
12|15,13|,12
9|,8|,2
9|,19|,55
9|,31|,1
9|,20|,1
9|,18|,101
9|,13|,49
9|,3|,5
9|,22|,5
9|,17|,65
9|,24|,28
9|,14|,1426
9|,12|,65
9|,11|,1428
9|,15|,3
9|,16|,178
9|,10|,196
6|,17|,4
6|,19|,1
