15|12,11|,2
15|12,24|,34
15|12,14|,1
15|12,12|,2
19|,7|,1
19|,16|,258
19|,21|,2
19|,9|,31
19|,20|,478
19|,18|,3025
19|,13|,59
19|,36|,1
19|,22|,1094
19|,17|,2214
19|,24|,1420
19|,14|,26
19|,23|,2
19|,12|,21
19|,11|,85
19|,8|,139
19|,15|,7
19|,26|,4
19|,10|,120
29|,28|,13
29|,30|,2
29|,19|,3
29|,12|,1
29|,11|,1
29|,17|,1
29|,41|,2
29|,10|,1
21|,8|,4
21|,19|,38
21|,9|,1
21|,4|,1
21|,6|,8
21|,13|,3
21|,18|,19
21|,22|,2
21|,23|,26
21|,24|,6
21|,20|,31
21|,12|,2
21|,17|,26
21|,16|,18
21|,14|,1
21|,10|,13
34|,33|,1
34|,40|,3
34|,41|,10
34|,35|,4
3|,7|,173
3|,19|,13
3|,9|,8
3|,2|,80
3|,5|,61
3|,18|,13
3|,10|,79
3|,17|,7
3|,24|,1
3|,14|,2
3|,12|,2
3|,11|,23
3|,16|,27
3|,13|,4
40|,17|,1
40|,19|,2
40|,14|,1
40|,34|,1
40|,11|,1
40|,16|,1
40|,41|,6
40|,13|,1
24|,21|,1
24|,7|,3
24|,19|,669
24|,16|,118
24|,26|,291
24|,4|,1
24|,23|,1
24|,5|,1
24|,18|,1103
24|,22|,28
24|,17|,122
24|,20|,1
24|,10|,76
24|,25|,1
24|,12|,60
24|,11|,74
24|,8|,8
24|,15|,1288
24|,13|,702
24|,14|,21
24|,9|,18
14|,7|,1
14|,19|,75
14|,16|,125
14|,9|,1589
14|,30|,1
14|,5|,1
14|,18|,83
14|,22|,6
14|,17|,108
14|,24|,68
14|,20|,4
14|,10|,133
14|,12|,2056
14|,11|,373
14|,8|,3
14|,15|,1761
14|,26|,1
14|,13|,93
12|,15|12,39
12|,7|,1
12|,19|,31
12|,9|,47
12|,20|,2
12|,18|,65
12|,22|,3
12|,17|,34
12|,24|,73
12|,14|,4056
12|,10|,58
12|,11|,3662
12|,8|,3
12|,16|,64
12|,13|,1377
31|,30|,1
31|,41|,1
31|,35|,1
31|,32|,3
31|,10|,1
39|,17|,2
39|,40|,5
39|,38|,1
39|,11|,2
39|,15|,1
39|,16|,1
39|,36|,15
26|,25|,1
26|,7|,1
26|,19|,37
26|,16|,17
26|,9|,8
26|,27|,172
26|,18|,27
26|,22|,40
26|,17|,9
26|,24|,144
26|,14|,2
26|,23|,3
26|,12|,1
26|,11|,18
26|,8|,1
26|,15|,16
26|,10|,10
26|,13|,5
7|,21|,1
7|,8|,142
7|,19|,37
7|,13|,8
7|,9|,14
7|,4|,1
7|,18|,55
7|,5|,1
7|,3|,215
7|,22|,1
7|,17|,77
7|,24|,5
7|,14|,7
7|,12|,7
7|,11|,51
7|,16|,582
7|,10|,424
16|,7|,830
16|,19|,146
16|,9|,77
16|,20|,4
16|,13|,71
16|,8|,8
16|,5|,2
16|,18|,4030
16|,22|,8
16|,6|,1
16|,24|,35
16|,14|,25
16|,27|,1
16|,12|,18
16|,11|,252
16|,17|,1806
16|,15|,4
16|,26|,1
16|,10|,6147
8|20,17|,4
8|20,19|8,6
8|20,20|,57
8|20,6|,1
8|20,16|,2
8|20,18|,2
8|20,10|,3
30|,28|,1
30|,19|,1
30|,16|,2
30|,29|,20
30|,9|,1
30|,18|,4
30|,17|,4
30|,24|,1
30|,14|,1
30|,10|,1
30|,11|,8
30|,15|,6
30|,31|,2
30|,13|,4
23|27,25|,11
22|,25|,1
22|,23|,154
22|,19|,652
22|,26|,114
22|,9|,2
22|,13|,20
22|,18|,69
22|,17|,66
22|,24|,85
22|,20|,59
22|,12|,1
22|,11|,20
22|,8|,12
22|,15|,2
22|,16|,49
22|,14|,9
22|,10|,23
23|,8|,1
23|,19|,38
23|,16|,17
23|,21|,19
23|,20|,1
23|,13|,2
23|,18|,17
23|,22|,50
23|,25|,27
23|,24|,9
23|,14|,1
23|,27|,4
23|,11|,6
23|,17|,18
23|,10|,8
23|,26|,1
1|,19|,5
1|,16|,8
1|,26|,1
1|,4|,35
1|,6|,6
1|,2|,12
1|,18|,3
1|,10|,2
1|,17|,6
1|,24|,1
1|,27|,1
1|,11|,4
1|,13|,1
1|,9|,1
41|,35|,6
41|,19|,2
41|,31|,1
41|,29|,2
41|,9|,1
41|,34|,1
41|,40|,6
41|,8|,1
41|,24|,2
41|,11|,1
41|,15|,1
41|,16|,1
41|,10|,2
20|,19|,229
20|,21|,162
20|,8|20,75
20|,13|,1
20|,5|,1
20|,18|,19
